,Company,revenues,rev_perc_change,profit,prof_perc_change,assets,market_value,rank_change1000,employees,rank_change500,CEO,CEO Title,Sector,Industry_x,HQ Location,Website,Years on Fortune 500 List,Employees,Revenues ($M),Revenues ($M)Growth,Profits ($M),Profits ($M)Growth,Assets ($M),Assets ($M)Growth,Total Stockholder Equity ($M),Total Stockholder Equity ($M)Growth,Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),EPS % Change (from 2017),EPS % Change (5 year annual rate),EPS % Change (10 year annual rate),Total Return to Investors (2018),"Total Return to Investors (5 year, annualized)","Total Return to Investors (10 year, annualized)",Unnamed: 0_y,Market Cap,Industry_y,No_Directors,Median_age,Board_Independance,Median_Tenure,Median_pay,women_on_board,GD_CEO,GD_Approval,GD CEO Rank,HBR CEO Rank,HBR_CEO,HBR_Industry,HBR_Country,HBR_YearStarted,HBR_Insider,HBR_MBA,HBR_finrank,HBR_sustainalytics,HBR_csrhub
1004,wholefoodsmarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,10721.0,Consumer Staples,11.0,62.0,0.73,10.0,405159.0,0.18,,,,,,,,,,,,,
1005,reynoldsamerican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,69054.0,Consumer Staples,13.0,60.0,0.92,7.0,395431.0,0.15,,,,,,,,,,,,,
1006,slgreenrealty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,11821.0,Financials,8.0,64.0,0.63,16.0,395000.0,0.13,,,,,,,,,,,,,
1007,ensco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,3915.0,Energy,9.0,63.0,0.56,7.0,393112.0,0.22,,,,,,,,,,,,,
1008,allergan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,121575.0,Health Care,12.0,61.0,0.83,2.0,371001.0,0.17,,,,,,,,,,,,,
1009,sandisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,15455.0,Information Technology,8.0,64.0,0.75,10.0,365873.0,0.13,,,,,,,,,,,,,
1010,transocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,5757.0,Energy,10.0,62.5,1.0,3.0,354036.0,0.1,,,,,,,,,,,,,
1011,schlumberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,98567.0,Energy,10.0,62.0,0.8,5.5,348488.0,0.3,,,,,,,,,,,,,
1012,emc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,50859.0,Information Technology,12.0,63.0,0.83,5.5,342690.0,0.17,,,,,,,,,,,,,
1013,cameroninternational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,12984.0,Energy,11.0,61.0,0.82,6.0,336500.0,0.09,,,,,,,,,,,,,
1014,trowepricegroup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,18987.0,Financials,14.0,64.0,0.79,8.0,335119.0,0.21,,,,,,,,,,,,,
1015,mallinckrodt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,7705.0,Health Care,12.0,60.0,0.83,2.0,335056.0,0.25,,,,,,,,,,,,,
1016,fmctechnologies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,7712.0,Energy,13.0,64.0,0.85,6.0,334993.0,0.23,,,,,,,,,,,,,
1017,seagatetechnology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,11381.0,Information Technology,11.0,65.0,0.91,4.0,334855.0,0.27,,,,,,,,,,,,,
1018,pricelinegroup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,73732.0,Consumer Discretionary,11.0,61.0,0.82,10.0,330251.0,0.09,,,,,,,,,,,,,
1019,lyondellbasellindustries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,41757.0,Materials,12.0,63.5,0.75,4.0,328766.0,0.25,,,,,,,,,,,,,
1020,expedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,17697.0,Consumer Discretionary,10.0,70.5,0.5,10.0,324953.0,0.1,,,,,,,,,,,,,
1021,adobesystems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,44223.0,Information Technology,13.0,58.0,0.69,10.0,321153.0,0.15,,,,,,,,,,,,,
1022,verisign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,8987.0,Information Technology,7.0,66.0,0.86,10.0,319967.0,0.29,,,,,,,,,,,,,
1023,symantec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,13915.0,Information Technology,9.0,59.0,0.89,10.0,315010.0,0.33,,,,,,,,,,,,,
1024,aetna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,40023.0,Health Care,13.0,68.0,0.85,10.0,305296.0,0.38,,,,,,,,,,,,,
1025,eatoncorporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,25875.0,Industrials,14.0,61.5,0.64,7.0,304990.0,0.21,,,,,,,,,,,,,
1026,internationalbusinessmachines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,135893.0,Information Technology,14.0,65.5,0.86,7.5,304186.0,0.21,,,,,,,,,,,,,
1027,davitahealthcarepartners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,16703.0,Health Care,9.0,61.0,0.89,9.0,303585.0,0.11,,,,,,,,,,,,,
1028,sigma-aldrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,16739.0,Materials,10.0,64.0,0.9,9.5,296531.0,0.1,,,,,,,,,,,,,
1029,aon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,26130.0,Financials,11.0,68.0,0.91,11.0,295003.0,0.27,,,,73.0,Greg Case,Financial Services,United Kingdom,2005.0,0.0,1.0,31.0,554.0,621.0
1030,hartfordfinancialservicesgroup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,18948.0,Financials,11.0,56.0,0.91,5.0,294978.0,0.36,,,,,,,,,,,,,
1031,meadjohnsonnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,16164.0,Consumer Staples,13.0,61.0,0.77,6.0,294673.0,0.23,,,,,,,,,,,,,
1032,ingersoll-rand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,15469.0,Industrials,12.0,65.0,0.92,6.0,294370.0,0.33,,,,57.0,Michael Lamach,Industrials,United States,2010.0,1.0,1.0,134.0,343.0,207.0
1033,pncfinancialservicesgroup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,46032.0,Financials,14.0,68.0,0.93,11.0,293636.0,0.29,,,,,,,,,,,,,
1034,avagotechnologies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,33983.0,Information Technology,8.0,62.5,0.88,7.5,293027.0,0.13,,,,,,,,,,,,,
1035,bakerhughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,22973.0,Energy,13.0,70.0,0.92,11.0,292598.0,0.15,,,,,,,,,,,,,
1036,hewlett-packard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,48480.0,Information Technology,12.0,59.0,0.75,4.0,292155.0,0.25,,,,,,,,,,,,,
1037,travelerscompanies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,34343.0,Financials,12.0,65.0,0.92,9.5,290787.0,0.25,,,,,,,,,,,,,
1038,timewarner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,61445.0,Consumer Discretionary,12.0,65.5,0.75,9.5,288689.0,0.17,,,,,,,,,,,,,
1039,accenture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,70195.0,Information Technology,11.0,59.0,0.91,7.0,284952.0,0.36,,,,,,,,,,,,,
1040,consolenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0,1525.0,Energy,11.0,65.0,0.73,6.0,278750.0,0.09,,,,,,,,,,,,,
1041,national-oilwellvarco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0,14142.0,Energy,8.0,60.5,0.88,11.0,278275.0,0.13,,,,,,,,,,,,,
1042,americaninternationalgroup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,78006.0,Financials,14.0,64.5,0.93,4.5,278154.0,0.21,,,,,,,,,,,,,
1043,xlgroup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,11399.0,Financials,13.0,66.0,0.85,6.0,277349.0,0.15,,,,,,,,,,,,,
1044,newmontmining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,10296.0,Materials,8.0,61.5,0.88,6.0,277000.0,0.38,,,,,,,,,,,,,
1045,statestreet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.0,28159.0,Financials,11.0,59.0,0.91,9.0,274698.0,0.18,,,,,,,,,,,,,
1046,tesoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0,12873.0,Energy,9.0,67.0,0.89,5.0,274238.0,0.22,,,,,,,,,,,,,
1047,ace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0,36778.0,Financials,14.0,64.5,0.93,6.0,273750.0,0.14,,,,,,,,,,,,,
1048,teconnectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,25929.0,Information Technology,10.0,56.5,0.9,8.0,273066.0,0.2,,,,,,,,,,,,,
1049,praxair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,31643.0,Materials,11.0,65.0,0.91,8.0,272316.0,0.18,,,,,,,,,,,,,
1050,timewarnercable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0,53637.0,Consumer Discretionary,12.0,70.0,0.58,9.0,272047.0,0.17,,,,,,,,,,,,,
1051,dominionresources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,42452.0,Utilities,10.0,62.0,0.8,6.0,270005.0,0.2,,,,,,,,,,,,,
1052,interpublicgroupofcompanies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,9317.0,Consumer Discretionary,10.0,64.0,0.9,8.0,270000.0,0.4,,,,,,,,,,,,,
1053,merck&co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,153170.0,Health Care,14.0,63.5,0.93,6.0,270000.0,0.21,,,,,,,,,,,,,
1054,expressscriptsholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,58416.0,Health Care,13.0,62.5,0.85,8.0,269500.0,0.08,,,,,,,,,,,,,
1055,tjxcompanies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,49357.0,Consumer Discretionary,10.0,62.0,0.9,8.0,267411.0,0.3,,,,,,,,,,,,,
1056,wal-martstores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,183508.0,Consumer Staples,15.0,66.0,0.67,7.0,266416.0,0.27,,,,,,,,,,,,,
1057,chubb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0,29375.0,Financials,14.0,66.0,0.93,10.0,265918.0,0.21,,,,,,,,,,,,,
1058,dowchemical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0,59865.0,Materials,13.0,62.0,0.92,8.0,265185.0,0.15,,,,,,,,,,,,,
1059,level3communications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.0,18129.0,Telecommunications Services,11.0,62.0,0.82,3.0,265022.0,0.09,,,,,,,,,,,,,
1060,esteelaudercompanies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,29739.0,Consumer Staples,15.0,59.0,0.6,11.0,263682.0,0.47,,,,,,,,,,,,,
1061,crbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,13768.0,Health Care,12.0,63.0,0.83,10.5,262963.0,0.08,,,,,,,,,,,,,
1062,yahoo!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.0,33637.0,Information Technology,9.0,60.0,0.78,3.0,262442.0,0.33,,,,,,,,,,,,,
1063,eidupontdenemours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.0,55564.0,Materials,12.0,63.5,0.83,5.5,260963.0,0.17,,,,,,,,,,,,,
1064,stjudemedical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,17978.0,Health Care,8.0,60.5,0.75,12.0,260273.0,0.25,,,,,,,,,,,,,
1065,monsanto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0,41001.0,Materials,14.0,60.0,0.93,8.0,260075.0,0.29,,,,,,,,,,,,,
1066,americanelectricpowercompany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.0,27804.0,Utilities,12.0,61.0,0.92,4.0,257142.0,0.25,,,,,,,,,,,,,
1067,starwoodhotels&resortsworldwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,13497.0,Consumer Discretionary,10.0,62.5,0.9,12.0,256710.0,0.2,,,,,,,,,,,,,
1068,staples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0,8359.0,Consumer Discretionary,11.0,60.0,0.82,8.0,256637.0,0.18,,,,,,,,,,,,,
1069,williamscompanies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.0,29570.0,Energy,13.0,64.0,0.85,4.0,255510.0,0.31,,,,,,,,,,,,,
1070,invesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0,14059.0,Financials,9.0,63.0,0.89,6.0,255250.0,0.11,,,,,,,,,,,,,
1071,kimberlyclark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,43454.0,Consumer Staples,11.0,64.0,0.82,10.0,255000.0,0.18,,,,,,,,,,,,,
1072,marsh&mclennancompanies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,29076.0,Financials,12.0,64.0,0.92,4.5,255000.0,0.17,,,,,,,,,,,,,
1073,johnsoncontrols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.0,29249.0,Consumer Discretionary,10.0,58.5,0.9,6.5,254375.0,0.2,,,,,,,,,,,,,
1074,conagrafoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0,17554.0,Consumer Staples,13.0,64.0,0.92,6.0,252651.0,0.15,,,,,,,,,,,,,
1075,pentair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.0,10079.0,Industrials,11.0,59.0,0.82,8.0,250741.0,0.18,,,,,,,,,,,,,
1076,allegion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.0,6250.0,Industrials,6.0,60.5,0.83,2.0,250495.0,0.17,,,,,,,,,,,,,
1077,delphiautomotive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.0,23300.0,Consumer Discretionary,12.0,66.0,0.92,6.0,250059.0,0.0,,,,,,,,,,,,,
1078,harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.0,9782.0,Information Technology,12.0,65.5,0.92,11.5,249250.0,0.17,,,,,,,,,,,,,
1079,computersciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.0,9211.0,Information Technology,11.0,58.0,0.91,1.0,247658.0,0.09,,,,,,,,,,,,,
1080,bestbuyco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.0,12070.0,Consumer Discretionary,10.0,56.5,0.8,2.0,246564.0,0.3,,,,,,,,,,,,,
1081,expeditorsinternationalofwashington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,9418.0,Industrials,10.0,66.0,0.8,7.0,245958.0,0.1,,,,,,,,,,,,,
1082,precisioncastparts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.0,31755.0,Industrials,7.0,65.0,0.86,8.0,244500.0,0.0,,,,,,,,,,,,,
1083,coca-colaenterprises,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.0,11651.0,Consumer Staples,12.0,63.0,0.92,7.5,244124.0,0.33,,,,,,,,,,,,,
1084,kimcorealty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.0,11059.0,Financials,8.0,73.0,0.63,16.0,243744.0,0.13,,,,,,,,,,,,,
1085,flirsystems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.0,3740.0,Information Technology,10.0,66.0,0.7,11.0,242891.0,0.2,,,,,,,,,,,,,
1086,automaticdataprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,40474.0,Information Technology,10.0,62.0,0.9,5.0,241800.0,0.2,,,,,,,,,,,,,
1087,scrippsnetworksinteractive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.0,7721.0,Consumer Discretionary,12.0,63.0,0.75,7.0,240590.0,0.25,,,,,,,,,,,,,
1088,leucadianational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.0,7250.0,Financials,11.0,63.0,0.73,2.0,240000.0,0.09,,,,,,,,,,,,,
1089,hosthotelsandresorts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.0,13025.0,Financials,9.0,62.0,0.67,8.0,239920.0,0.33,,,,,,,,,,,,,
1090,harmaninternationalindustries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0,7816.0,Consumer Discretionary,11.0,62.0,0.91,7.0,239074.0,0.27,,,,,,,,,,,,,
1091,michaelkorsholdings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.0,7111.0,Consumer Discretionary,8.0,59.0,0.75,3.5,236000.0,0.5,,,,,,,,,,,,,
1092,carnival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.0,31913.0,Consumer Discretionary,9.0,65.0,0.78,11.0,235582.0,0.22,,,,,,,,,,,,,
1093,spectraenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0,19180.0,Energy,11.0,66.0,0.91,7.0,235006.0,0.18,,,,,,,,,,,,,
1094,principalfinancialgroup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.0,14684.0,Financials,12.0,63.5,0.83,11.0,234498.0,0.33,,,,,,,,,,,,,
1095,mccormick&company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.0,10753.0,Consumer Staples,10.0,57.0,0.8,6.5,232564.0,0.3,,,,,,,,,,,,,
1096,l-3communicationsholdings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0,10153.0,Industrials,10.0,68.0,0.9,7.5,231945.0,0.1,,,,,,,,,,,,,
1097,discoverycommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0,12141.0,Consumer Discretionary,10.0,66.5,0.6,7.0,230809.0,0.0,,,,,,,,,,,,,
1098,lowe'scompanies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.0,68309.0,Consumer Discretionary,11.0,61.0,0.91,5.0,230656.0,0.18,,,,,,,,,,,,,
1099,signetjewelers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.0,12013.0,Consumer Discretionary,10.0,63.5,0.9,3.0,230410.0,0.4,,,,,,,,,,,,,
1100,altera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.0,15915.0,Information Technology,9.0,62.0,0.89,4.0,226921.0,0.11,,,,,,,,,,,,,
1101,newellrubbermaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.0,11362.0,Consumer Discretionary,12.0,62.5,0.92,8.5,226863.0,0.08,,,,,,,,,,,,,
1102,coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,8657.0,Consumer Discretionary,9.0,51.0,0.78,3.0,225835.0,0.22,,,,,,,,,,,,,
1103,mcgrawhillfinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.0,25244.0,Financials,12.0,64.5,0.83,9.5,224721.0,0.17,,,,,,,,,,,,,
1104,hudsoncitybancorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0,5358.0,Financials,9.0,68.0,0.78,13.0,220669.0,0.11,,,,,,,,,,,,,
1105,tycointernational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.0,15360.0,Industrials,11.0,60.0,0.82,6.0,220039.0,0.09,,,,,,,,,,,,,
1106,drpeppersnapplegroup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,16881.0,Consumer Staples,9.0,61.0,0.89,7.0,220000.0,0.44,,,,,,,,,,,,,
1107,realtyincome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.0,12345.0,Financials,8.0,63.5,0.88,8.0,219660.0,0.25,,,,,,,,,,,,,
1108,tripadvisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.0,12079.0,Consumer Discretionary,9.0,48.0,0.67,4.0,217439.0,0.11,,,,,,,,,,,,,
1109,keuriggreenmountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.0,7818.0,Consumer Staples,11.0,60.0,0.91,3.0,217053.0,0.27,,,,,,,,,,,,,
1110,yum!brands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0,30579.0,Consumer Discretionary,14.0,58.5,0.71,7.0,212764.0,0.14,,,,,,,,,,,,,
1111,lineartechnology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.0,10859.0,Information Technology,7.0,76.0,0.71,21.0,211390.0,0.0,,,,,,,,,,,,,
1112,dun&bradstreet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.0,4111.0,Industrials,10.0,57.0,0.9,2.0,202308.0,0.3,,,,,,,,,,,,,
1113,hcp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.0,17208.0,Financials,8.0,68.5,0.88,9.5,201157.0,0.25,,,,,,,,,,,,,
1114,torchmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.0,7257.0,Financials,11.0,67.0,0.82,10.0,200651.0,0.18,,,,,,,,,,,,,
1115,plumcreektimberco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.0,7072.0,Financials,10.0,66.0,0.9,9.0,199307.0,0.3,,,,,,,,,,,,,
1116,royalcaribbeancruises,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.0,21636.0,Consumer Discretionary,11.0,64.0,0.64,12.0,196347.0,0.09,,,,,,,,,,,,,
1117,macerich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.0,13416.0,Financials,10.0,61.0,0.7,4.0,195000.0,0.2,,,,,,,,,,,,,
1118,dentsplyinternational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.0,8507.0,Health Care,10.0,68.0,0.8,12.5,193500.0,0.1,,,,,,,,,,,,,
1119,aglresources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.0,7517.0,Utilities,15.0,66.0,0.93,11.0,190028.0,0.2,,,,,,,,,,,,,
1120,airgas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.0,7178.0,Materials,11.0,66.0,0.82,9.0,186247.0,0.18,,,,,,,,,,,,,
1121,cablevisionsystems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.0,9019.0,Consumer Discretionary,18.0,65.5,0.39,10.0,185307.0,0.17,,,,,,,,,,,,,
1122,generalgrowthproperties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.0,25639.0,Financials,9.0,54.0,0.89,5.0,175007.0,0.11,,,,,,,,,,,,,
1123,m&tbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.0,15977.0,Financials,14.0,72.0,0.64,15.5,171000.0,0.14,,,,,,,,,,,,,
1124,apartmentinvestmentandmanagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.0,6124.0,Financials,7.0,69.0,0.86,11.0,170940.0,0.14,,,,,,,,,,,,,
1125,diamondoffshoredrilling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.0,2726.0,Energy,11.0,66.0,0.45,8.0,170487.0,0.0,,,,,,,,,,,,,
1126,pattersoncompanies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.0,4893.0,Health Care,8.0,61.5,0.75,6.0,169093.0,0.38,,,,,,,,,,,,,
1127,pepcoholdings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.0,6753.0,Utilities,9.0,64.0,0.89,8.0,167000.0,0.22,,,,,,,,,,,,,
1128,garmin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.0,6751.0,Consumer Discretionary,6.0,66.5,0.67,11.0,166500.0,0.0,,,,,,,,,,,,,
1129,tecoenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.0,6351.0,Utilities,9.0,69.0,0.78,11.0,166251.0,0.22,,,,,,,,,,,,,
1130,bb&t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.0,28978.0,Financials,18.0,66.0,0.61,6.0,162949.0,0.17,,,,,,,,,,,,,
1131,zionsbancorporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.0,5877.0,Financials,13.0,63.0,0.85,12.0,161495.0,0.23,,,,,,,,,,,,,
1132,people'sunitedfinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.0,4944.0,Financials,12.0,67.5,0.75,7.0,155325.0,0.17,,,,,,,,,,,,,
1133,essexpropertytrust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.0,14380.0,Financials,12.0,66.5,0.5,12.5,106625.0,0.08,,,,,,,,,,,,,
1134,nielsenholdings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.0,17296.0,Industrials,11.0,59.0,0.55,4.0,40416.0,0.18,,,,,,,,,,,,,
1135,hcaholdings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.0,28043.0,Health Care,11.0,59.0,0.91,4.0,0.0,0.18,,,,,,,,,,,,,
1136,mylan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.0,21679.0,Health Care,13.0,59.0,0.77,10.0,-1.0,0.31,,,,,,,,,,,,,
1137,baxalta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.0,23360.0,Health Care,9.0,67.0,0.89,0.0,-1.0,0.22,,,,,,,,,,,,,
1138,columbiapipelinegroup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.0,6596.0,Energy,7.0,60.0,0.86,0.0,-1.0,0.29,,,,,,,,,,,,,
1139,vmware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pat Gelsinger,0.99,1.0,,,,,,,,,,
